release time,life loan,ITEM_AMOUNT
2015-04-09,,101826
2015-04-03,,8465
2015-04-02,,26357
2015-04-02,,114000
2015-04-02,,30000
2015-04-02,,90000
2015-04-02,,50000
2015-04-02,,1023
2015-04-02,,20000
2015-04-02,,90000
2015-04-02,,75000
2015-04-02,,30000
2015-04-02,,25000
2015-04-02,,126000
2015-03-26,,4033
2015-03-26,,41390
2015-03-25,,51491
2015-03-23,,49228
2015-03-21,,3440
2015-03-21,,3262
2015-03-21,,3648
2015-03-20,,169700
2015-03-20,,1500
2015-03-20,,1500
2015-03-17,,300000
2015-03-16,,23950
2015-03-16,,150000
2015-03-15,,150000
2015-03-15,,150000
2015-03-13,,4680
2015-03-13,,4600
2015-03-14,,300000
2015-03-13,,150000
2015-03-11,,150000
2015-03-10,,31400
2015-03-10,,6992
2015-03-10,,150000
2015-03-10,,150000
2015-03-09,,300000
2015-03-08,,300000
2015-03-06,,2000
2015-03-06,,150000
2015-03-05,,150000
2015-03-03,,10000
2015-03-03,,150000
2015-03-02,,150000
2015-03-02,,150000
2015-03-01,,150000
2015-02-27,,150000
2015-02-27,,150000
2015-02-27,,150000
2015-02-18,,150000
2015-02-17,,150000
2015-02-16,,56000
2015-02-16,,150000
2015-02-16,,8800
2015-02-16,,150000
2015-02-15,,150000
2015-02-14,,35000
2015-02-14,,5600
2015-02-14,,10000
2015-02-14,,10000
2015-02-14,,20000
2015-02-15,,150000
2015-02-13,,16100
2015-02-13,,9175
2015-02-13,,2000
2015-02-13,,6000
2015-02-13,,1000
2015-02-13,,150000
2015-02-13,,150000
2015-02-12,,150000
2015-02-12,,150000
2015-02-11,,500000
2015-02-11,,500000
2015-02-11,,20000
2015-02-10,,5000
2015-02-10,,500000
2015-02-10,,500000
2015-02-09,,2015
2015-02-09,,500000
2015-02-09,,500000
2015-02-09,,2000
2015-02-08,,500000
2015-02-08,,500000
2015-02-07,,500000
2015-02-07,,500000
2015-02-06,,5000
2015-02-06,,500000
2015-02-06,,500000
2015-02-05,,500000
2015-02-05,,500000
2015-02-04,,1111
2015-02-04,,300000
2015-02-04,,300000
2015-02-03,,5120
2015-02-03,,300000
2015-02-03,,300000
2015-02-02,,300000
2015-02-02,,300000
